Samoan,sm,smwiki, 259 KB,smwiki-20150602-pages-articles.xml.bz2,/20150602/
Shona,sn,snwiki, 923 KB,snwiki-20150602-pages-articles.xml.bz2,/20150602/
Somali,so,sowiki, 4.1 MB,sowiki-20150603-pages-articles.xml.bz2,/20150603/
Albanian,sq,sqwiki, 48.4 MB,sqwiki-20150602-pages-articles.xml.bz2,/20150602/
Sranan,srn,srnwiki, 558 KB,srnwiki-20150603-pages-articles.xml.bz2,/20150603/
Serbian,sr,srwiki, 270.5 MB,srwiki-20150602-pages-articles.xml.bz2,/20150602/
Swati,ss,sswiki, 398 KB,sswiki-20150602-pages-articles.xml.bz2,/20150602/
Saterland Frisian,stq,stqwiki, 2.4 MB,stqwiki-20150602-pages-articles.xml.bz2,/20150602/
Sesotho,st,stwiki, 202 KB,stwiki-20150603-pages-articles.xml.bz2,/20150603/
Sundanese,su,suwiki, 13.4 MB,suwiki-20150603-pages-articles.xml.bz2,/20150603/
Swedish,sv,svwiki, 786.1 MB,svwiki-20150602-pages-articles.xml.bz2,/20150602/
Swahili,sw,swwiki, 18.0 MB,swwiki-20150602-pages-articles.xml.bz2,/20150602/
Silesian,szl,szlwiki, 2.2 MB,szlwiki-20150602-pages-articles.xml.bz2,/20150602/
Tamil,ta,tawiki, 83.4 MB,tawiki-20150602-pages-articles.xml.bz2,/20150602/
Tetum,tet,tetwiki, 590 KB,tetwiki-20150602-pages-articles.xml.bz2,/20150602/
Telugu,te,tewiki, 76.8 MB,tewiki-20150602-pages-articles.xml.bz2,/20150602/
Tajik,tg,tgwiki, 9.1 MB,tgwiki-20150602-pages-articles.xml.bz2,/20150602/
Thai,th,thwiki, 168.8 MB,thwiki-20150602-pages-articles.xml.bz2,/20150602/
Tigrinya,ti,tiwiki, 203 KB,tiwiki-20150603-pages-articles.xml.bz2,/20150603/
Turkmen,tk,tkwiki, 2.9 MB,tkwiki-20150602-pages-articles.xml.bz2,/20150602/
Tagalog,tl,tlwiki, 33.5 MB,tlwiki-20150602-pages-articles.xml.bz2,/20150602/
Tswana,tn,tnwiki, 759 KB,tnwiki-20150602-pages-articles.xml.bz2,/20150602/
Tongan,to,towiki, 659 KB,towiki-20150602-pages-articles.xml.bz2,/20150602/
Tok Pisin,tpi,tpiwiki, 1.2 MB,tpiwiki-20150602-pages-articles.xml.bz2,/20150602/
Turkish,tr,trwiki, 328.2 MB,trwiki-20150602-pages-articles.xml.bz2,/20150602/
Tsonga,ts,tswiki, 438 KB,tswiki-20150603-pages-articles.xml.bz2,/20150603/
Tatar,tt,ttwiki, 35.7 MB,ttwiki-20150602-pages-articles.xml.bz2,/20150602/
Tumbuka,tum,tumwiki, 144 KB,tumwiki-20150602-pages-articles.xml.bz2,/20150602/
Twi,tw,twwiki, 133 KB,twwiki-20150602-pages-articles.xml.bz2,/20150602/
Tuvan,tyv,tyvwiki, 1023 KB,tyvwiki-20150602-pages-articles.xml.bz2,/20150602/
Tahitian,ty,tywiki, 333 KB,tywiki-20150603-pages-articles.xml.bz2,/20150603/
Udmurt,udm,udmwiki, 1.5 MB,udmwiki-20150603-pages-articles.xml.bz2,/20150603/
Uyghur,ug,ugwiki, 4.1 MB,ugwiki-20150603-pages-articles.xml.bz2,/20150603/
Ukrainian,uk,ukwiki, 718.1 MB,ukwiki-20150602-pages-articles.xml.bz2,/20150602/
Urdu,ur,urwiki, 50.9 MB,urwiki-20150602-pages-articles.xml.bz2,/20150602/
Uzbek,uz,uzwiki, 45.0 MB,uzwiki-20150603-pages-articles.xml.bz2,/20150603/
Venetian,vec,vecwiki, 8.4 MB,vecwiki-20150603-pages-articles.xml.bz2,/20150603/
Vepsian,vep,vepwiki, 1.6 MB,vepwiki-20150602-pages-articles.xml.bz2,/20150602/
Venda,ve,vewiki, 181 KB,vewiki-20150603-pages-articles.xml.bz2,/20150603/
Vietnamese,vi,viwiki, 385.8 MB,viwiki-20150602-pages-articles.xml.bz2,/20150602/
West Flemish,vls,vlswiki, 4.8 MB,vlswiki-20150603-pages-articles.xml.bz2,/20150603/
VolapÙk,vo,vowiki, 18.5 MB,vowiki-20150602-pages-articles.xml.bz2,/20150602/
Waray-Waray,war,warwiki, 182.5 MB,warwiki-20150602-pages-articles.xml.bz2,/20150602/
Walloon,wa,wawiki, 6.6 MB,wawiki-20150602-pages-articles.xml.bz2,/20150602/
Wolof,wo,wowiki, 1.3 MB,wowiki-20150602-pages-articles.xml.bz2,/20150602/
Wu,wuu, wuuwiki, 3.2 MB,wuuwiki-20150602-pages-articles.xml.bz2,/20150602/
Kalmyk,xal,xalwiki, 1.3 MB,xalwiki-20150602-pages-articles.xml.bz2,/20150602/
Xhosa,xh,xhwiki,536 KB,xhwiki-20150602-pages-articles.xml.bz2 ,/20150602/
Mingrelian,xmf,xmfwiki, 4.6 MB,xmfwiki-20150602-pages-articles.xml.bz2,/20150602/
Yiddish,yi,yiwiki, 8.3 MB,yiwiki-20150602-pages-articles.xml.bz2,/20150602/
Yoruba,yo,yowiki, 8.6 MB,yowiki-20150602-pages-articles.xml.bz2,/20150602/
Zhuang,za,zawiki, 381 KB,zawiki-20150602-pages-articles.xml.bz2,/20150602/
Zeelandic,zea,zeawiki, 2.0 MB,zeawiki-20150602-pages-articles.xml.bz2,/20150602/
Classical Chinese,zh-classical,zh_classicalwiki, 8.3 MB,zh_classicalwiki-20150602-pages-articles.xml.bz2,/20150602/
Min Nan,zh-min-nan,zh_min_nanwiki, 4.3 MB,zh_min_nanwiki-20150602-pages-articles.xml.bz2,/20150602/
Cantonese,zh-yue,zh_yuewiki, 25.3 MB,zh_yuewiki-20150602-pages-articles.xml.bz2,/20150602/
Chinese,zh,zhwiki, 1.1 GB,zhwiki-20150602-pages-articles.xml.bz2,/20150602/
Zulu,zu,zuwiki, 960 KB,zuwiki-20150603-pages-articles.xml.bz2,/20150603/
