Malay,ms,mswiki,mswiki/20150901,/mswiki/20150901/mswiki-20150901-pages-articles.xml.bz2, 131.0 MB
Maltese,mt,mtwiki,mtwiki/20150901,/mtwiki/20150901/mtwiki-20150901-pages-articles.xml.bz2, 7.1 MB
Muscogee,mus,muswiki,muswiki/20150901,/muswiki/20150901/muswiki-20150901-pages-articles.xml.bz2, 3 KB
Mirandese,mwl,mwlwiki,mwlwiki/20150901,/mwlwiki/20150901/mwlwiki-20150901-pages-articles.xml.bz2, 7.4 MB
Burmese,my,myvwiki,myvwiki/20150901,/myvwiki/20150901/myvwiki-20150901-pages-articles.xml.bz2, 1.5 MB
Erzya,myv,mywiki,mywiki/20150901,/mywiki/20150901/mywiki-20150901-pages-articles.xml.bz2, 21.3 MB
Mazandarani,mzn,mznwiki,mznwiki/20150901,/mznwiki/20150901/mznwiki-20150901-pages-articles.xml.bz2, 4.9 MB
Nahuatl,nah,nahwiki,nahwiki/20150901,/nahwiki/20150901/nahwiki-20150901-pages-articles.xml.bz2, 4.1 MB
Neapolitan,nap,napwiki,napwiki/20150901,/napwiki/20150901/napwiki-20150901-pages-articles.xml.bz2, 4.5 MB
Nauruan,na,nawiki,nawiki/20150901,/nawiki/20150901/nawiki-20150901-pages-articles.xml.bz2, 392 KB
Dutch Low Saxon,nds-nl,nds_nlwiki,nds_nlwiki/20150901,/nds_nlwiki/20150901/nds_nlwiki-20150901-pages-articles.xml.bz2, 5.7 MB
Low Saxon,nds,ndswiki,ndswiki/20150901,/ndswiki/20150901/ndswiki-20150901-pages-articles.xml.bz2, 21.2 MB
Nepali,ne,newiki,newiki/20150901,/newiki/20150901/newiki-20150901-pages-articles.xml.bz2, 18.9 MB
Newar,new,newwiki,newwiki/20150901,/newwiki/20150901/newwiki-20150901-pages-articles.xml.bz2, 14.0 MB
Ndonga,ng,ngwiki,ngwiki/20150901,/ngwiki/20150901/ngwiki-20150901-pages-articles.xml.bz2, 80 KB
Dutch,nl,nlwiki,nlwiki/20150901,/nlwiki/20150901/nlwiki-20150901-pages-articles.xml.bz2, 1.0 GB
Dutch,nl,nlwiki,nlwiki/20150901,/nlwiki/20150901/nlwiki-20150901-pages-articles1.xml.bz2, 131.2 MB
Dutch,nl,nlwiki,nlwiki/20150901,/nlwiki/20150901/nlwiki-20150901-pages-articles2.xml.bz2, 154.5 MB
Dutch,nl,nlwiki,nlwiki/20150901,/nlwiki/20150901/nlwiki-20150901-pages-articles3.xml.bz2, 248.7 MB
Dutch,nl,nlwiki,nlwiki/20150901,/nlwiki/20150901/nlwiki-20150901-pages-articles4.xml.bz2, 514.6 MB
Norwegian (Nynorsk),nn,nnwiki,nnwiki/20150901,/nnwiki/20150901/nnwiki-20150901-pages-articles.xml.bz2, 88.6 MB
Novial,nov,novwiki,novwiki/20150901,/novwiki/20150901/novwiki-20150901-pages-articles.xml.bz2, 879 KB
Norwegian (Bokmël),no,nowiki,nowiki/20150901,/nowiki/20150901/nowiki-20150901-pages-articles.xml.bz2, 434.5 MB
Norman,nrm,nrmwiki,nrmwiki/20150901,/nrmwiki/20150901/nrmwiki-20150901-pages-articles.xml.bz2, 1.1 MB
Northern Sotho,nso,nsowiki,nsowiki/20150901,/nsowiki/20150901/nsowiki-20150901-pages-articles.xml.bz2, 551 KB
Navajo,nv,nvwiki,nvwiki/20150901,/nvwiki/20150901/nvwiki-20150901-pages-articles.xml.bz2, 1.2 MB
Chichewa,ny,nywiki,nywiki/20150901,/nywiki/20150901/nywiki-20150901-pages-articles.xml.bz2, 231 KB
Occitan,oc,ocwiki,ocwiki/20150901,/ocwiki/20150901/ocwiki-20150901-pages-articles.xml.bz2, 53.6 MB
Oromo,om,omwiki,omwiki/20150901,/omwiki/20150901/omwiki-20150901-pages-articles.xml.bz2, 812 KB
Oriya,or,orwiki,orwiki/20150901,/orwiki/20150901/orwiki-20150901-pages-articles.xml.bz2, 12.2 MB
Ossetian,os,oswiki,oswiki/20150901,/oswiki/20150901/oswiki-20150901-pages-articles.xml.bz2, 5.0 MB
Pangasinan,pag,pagwiki,pagwiki/20150901,/pagwiki/20150901/pagwiki-20150901-pages-articles.xml.bz2, 1.0 MB
Kapampangan,pam,pamwiki,pamwiki/20150901,/pamwiki/20150901/pamwiki-20150901-pages-articles.xml.bz2, 7.4 MB
Papiamentu,pap,papwiki,papwiki/20150901,/papwiki/20150901/papwiki-20150901-pages-articles.xml.bz2, 941 KB
Punjabi,pa,pawiki,pawiki/20150901,/pawiki/20150901/pawiki-20150901-pages-articles.xml.bz2, 15.7 MB
Picard,pcd,pcdwiki,pcdwiki/20150901,/pcdwiki/20150901/pcdwiki-20150901-pages-articles.xml.bz2, 2.6 MB
Pennsylvania German,pdc,pdcwiki,pdcwiki/20150901,/pdcwiki/20150901/pdcwiki-20150901-pages-articles.xml.bz2, 849 KB
Palatinate German,pfl,pflwiki,pflwiki/20150901,/pflwiki/20150901/pflwiki-20150901-pages-articles.xml.bz2, 2.3 MB
Norfolk,pih,pihwiki,pihwiki/20150901,/pihwiki/20150901/pihwiki-20150901-pages-articles.xml.bz2, 460 KB
Pali,pi,piwiki,piwiki/20150901,/piwiki/20150901/piwiki-20150901-pages-articles.xml.bz2, 487 KB
Polish,pl,plwiki,plwiki/20150901,/plwiki/20150901/plwiki-20150901-pages-articles.xml.bz2, 1.3 GB
Polish,pl,plwiki,plwiki/20150901,/plwiki/20150901/plwiki-20150901-pages-articles1.xml.bz2, 165.2 MB
Polish,pl,plwiki,plwiki/20150901,/plwiki/20150901/plwiki-20150901-pages-articles2.xml.bz2, 156.0 MB
Polish,pl,plwiki,plwiki/20150901,/plwiki/20150901/plwiki-20150901-pages-articles3.xml.bz2, 279.9 MB
Polish,pl,plwiki,plwiki/20150901,/plwiki/20150901/plwiki-20150901-pages-articles4.xml.bz2, 707.2 MB
Piedmontese,pms,pmswiki,pmswiki/20150901,/pmswiki/20150901/pmswiki-20150901-pages-articles.xml.bz2, 10.4 MB
Western Punjabi,pnb,pnbwiki,pnbwiki/20150901,/pnbwiki/20150901/pnbwiki-20150901-pages-articles.xml.bz2, 7.3 MB
Pontic,pnt,pntwiki,pntwiki/20150901,/pntwiki/20150901/pntwiki-20150901-pages-articles.xml.bz2, 372 KB
Pashto,ps,pswiki,pswiki/20150901,/pswiki/20150901/pswiki-20150901-pages-articles.xml.bz2, 7.0 MB
Portuguese,pt,ptwiki,ptwiki/20150901,/ptwiki/20150901/ptwiki-20150901-pages-articles.xml.bz2, 1.1 GB
Portuguese,pt,ptwiki,ptwiki/20150901,/ptwiki/20150901/ptwiki-20150901-pages-articles1.xml.bz2, 137.9 MB
Portuguese,pt,ptwiki,ptwiki/20150901,/ptwiki/20150901/ptwiki-20150901-pages-articles2.xml.bz2, 169.6 MB
Portuguese,pt,ptwiki,ptwiki/20150901,/ptwiki/20150901/ptwiki-20150901-pages-articles3.xml.bz2, 220.8 MB
Portuguese,pt,ptwiki,ptwiki/20150901,/ptwiki/20150901/ptwiki-20150901-pages-articles4.xml.bz2, 589.7 MB
Quechua,qu,quwiki,quwiki/20150901,/quwiki/20150901/quwiki-20150901-pages-articles.xml.bz2, 8.6 MB
Romansh,rm,rmwiki,rmwiki/20150901,/rmwiki/20150901/rmwiki-20150901-pages-articles.xml.bz2, 3.1 MB
Romani,rmy,rmywiki,rmywiki/20150901,/rmywiki/20150901/rmywiki-20150901-pages-articles.xml.bz2, 411 KB
Kirundi,rn,rnwiki,rnwiki/20150901,/rnwiki/20150901/rnwiki-20150901-pages-articles.xml.bz2, 203 KB
Aromanian,roa-rup,roa_rupwiki,roa_rupwiki/20150901,/roa_rupwiki/20150901/roa_rupwiki-20150901-pages-articles.xml.bz2, 622 KB
Tarantino,roa-tara,roa_tarawiki,roa_tarawiki/20150901,/roa_tarawiki/20150901/roa_tarawiki-20150901-pages-articles.xml.bz2, 5.1 MB
Romanian,ro,rowiki,rowiki/20150901,/rowiki/20150901/rowiki-20150901-pages-articles.xml.bz2, 315.8 MB
Rusyn,rue,ruewiki,ruewiki/20150901,/ruewiki/20150901/ruewiki-20150901-pages-articles.xml.bz2, 1.8 MB
Russian,ru,ruwiki,ruwiki/20150901,/ruwiki/20150901/ruwiki-20150901-pages-articles.xml.bz2, 2.4 GB
Russian,ru,ruwiki,ruwiki/20150901,/ruwiki/20150901/ruwiki-20150901-pages-articles1.xml.bz2, 265.7 MB
Russian,ru,ruwiki,ruwiki/20150901,/ruwiki/20150901/ruwiki-20150901-pages-articles2.xml.bz2, 374.1 MB
Russian,ru,ruwiki,ruwiki/20150901,/ruwiki/20150901/ruwiki-20150901-pages-articles3.xml.bz2, 519.4 MB
Russian,ru,ruwiki,ruwiki/20150901,/ruwiki/20150901/ruwiki-20150901-pages-articles4.xml.bz2, 1.3 GB
Kinyarwanda,rw,rwwiki,rwwiki/20150901,/rwwiki/20150901/rwwiki-20150901-pages-articles.xml.bz2, 715 KB
Sakha,sah,sahwiki,sahwiki/20150901,/sahwiki/20150901/sahwiki-20150901-pages-articles.xml.bz2, 8.1 MB
Sanskrit,sa,sawiki,sawiki/20150901,/sawiki/20150901/sawiki-20150901-pages-articles.xml.bz2, 11.1 MB
Sicilian,scn,scnwiki,scnwiki/20150901,/scnwiki/20150901/scnwiki-20150901-pages-articles.xml.bz2, 9.7 MB
Scots,sco,scowiki,scowiki/20150901,/scowiki/20150901/scowiki-20150901-pages-articles.xml.bz2, 32.0 MB
Sardinian,sc,scwiki,scwiki/20150901,/scwiki/20150901/scwiki-20150901-pages-articles.xml.bz2, 2.9 MB
Sindhi,sd,sdwiki,sdwiki/20150901,/sdwiki/20150901/sdwiki-20150901-pages-articles.xml.bz2, 1.9 MB
Northern Sami,se,sewiki,sewiki/20150901,/sewiki/20150901/sewiki-20150901-pages-articles.xml.bz2, 2.4 MB
Sango,sg,sgwiki,sgwiki/20150901,/sgwiki/20150901/sgwiki-20150901-pages-articles.xml.bz2, 211 KB
Serbo-Croatian,sh,shwiki,shwiki/20150901,/shwiki/20150901/shwiki-20150901-pages-articles.xml.bz2, 308.9 MB
Simple English,simple,simplewiki,simplewiki/20150901,/simplewiki/20150901/simplewiki-20150901-pages-articles.xml.bz2, 106.3 MB
Sinhalese,si,siwiki,siwiki/20150901,/siwiki/20150901/siwiki-20150901-pages-articles.xml.bz2, 25.0 MB
Slovak,sk,skwiki,skwiki/20150901,/skwiki/20150901/skwiki-20150901-pages-articles.xml.bz2, 160.5 MB
Slovenian,sl,slwiki,slwiki/20150901,/slwiki/20150901/slwiki-20150901-pages-articles.xml.bz2, 144.7 MB
Samoan,sm,smwiki,smwiki/20150901,/smwiki/20150901/smwiki-20150901-pages-articles.xml.bz2, 267 KB
Shona,sn,snwiki,snwiki/20150901,/snwiki/20150901/snwiki-20150901-pages-articles.xml.bz2, 939 KB
Somali,so,sowiki,sowiki/20150901,/sowiki/20150901/sowiki-20150901-pages-articles.xml.bz2, 4.1 MB
Albanian,sq,sqwiki,sqwiki/20150901,/sqwiki/20150901/sqwiki-20150901-pages-articles.xml.bz2, 49.4 MB
Sranan,srn,srnwiki,srnwiki/20150901,/srnwiki/20150901/srnwiki-20150901-pages-articles.xml.bz2, 556 KB
Serbian,sr,srwiki,srwiki/20150901,/srwiki/20150901/srwiki-20150901-pages-articles.xml.bz2, 276.4 MB
Swati,ss,sswiki,sswiki/20150901,/sswiki/20150901/sswiki-20150901-pages-articles.xml.bz2, 408 KB
Saterland Frisian,stq,stqwiki,stqwiki/20150901,/stqwiki/20150901/stqwiki-20150901-pages-articles.xml.bz2, 2.4 MB
Sesotho,st,stwiki,stwiki/20150901,/stwiki/20150901/stwiki-20150901-pages-articles.xml.bz2, 244 KB
Sundanese,su,suwiki,suwiki/20150901,/suwiki/20150901/suwiki-20150901-pages-articles.xml.bz2, 14.0 MB
Swedish,sv,svwiki,svwiki/20150901,/svwiki/20150901/svwiki-20150901-pages-articles.xml.bz2, 804.1 MB
Swahili,sw,swwiki,swwiki/20150901,/swwiki/20150901/swwiki-20150901-pages-articles.xml.bz2, 18.3 MB
Silesian,szl,szlwiki,szlwiki/20150901,/szlwiki/20150901/szlwiki-20150901-pages-articles.xml.bz2, 2.3 MB
Tamil,ta,tawiki,tawiki/20150901,/tawiki/20150901/tawiki-20150901-pages-articles.xml.bz2, 85.8 MB
Tetum,tet,tetwiki,tetwiki/20150901,/tetwiki/20150901/tetwiki-20150901-pages-articles.xml.bz2, 613 KB
Telugu,te,tewiki,tewiki/20150901,/tewiki/20150901/tewiki-20150901-pages-articles.xml.bz2, 78.5 MB
Tajik,tg,tgwiki,tgwiki/20150901,/tgwiki/20150901/tgwiki-20150901-pages-articles.xml.bz2, 13.9 MB
Thai,th,thwiki,thwiki/20150901,/thwiki/20150901/thwiki-20150901-pages-articles.xml.bz2, 173.0 MB
Tigrinya,ti,tiwiki,tiwiki/20150901,/tiwiki/20150901/tiwiki-20150901-pages-articles.xml.bz2, 214 KB
Turkmen,tk,tkwiki,tkwiki/20150901,/tkwiki/20150901/tkwiki-20150901-pages-articles.xml.bz2, 3.0 MB
Tagalog,tl,tlwiki,tlwiki/20150901,/tlwiki/20150901/tlwiki-20150901-pages-articles.xml.bz2, 34.1 MB
Tswana,tn,tnwiki,tnwiki/20150901,/tnwiki/20150901/tnwiki-20150901-pages-articles.xml.bz2, 772 KB
Tongan,to,towiki,towiki/20150901,/towiki/20150901/towiki-20150901-pages-articles.xml.bz2, 666 KB
Tok Pisin,tpi,tpiwiki,tpiwiki/20150901,/tpiwiki/20150901/tpiwiki-20150901-pages-articles.xml.bz2, 1.2 MB
Turkish,tr,trwiki,trwiki/20150901,/trwiki/20150901/trwiki-20150901-pages-articles.xml.bz2, 336.1 MB
Tsonga,ts,tswiki,tswiki/20150901,/tswiki/20150901/tswiki-20150901-pages-articles.xml.bz2, 453 KB
Tatar,tt,ttwiki,ttwiki/20150901,/ttwiki/20150901/ttwiki-20150901-pages-articles.xml.bz2, 36.3 MB
Tumbuka,tum,tumwiki,tumwiki/20150901,/tumwiki/20150901/tumwiki-20150901-pages-articles.xml.bz2, 153 KB
Twi,tw,twwiki,twwiki/20150901,/twwiki/20150901/twwiki-20150901-pages-articles.xml.bz2, 140 KB
Tuvan,tyv,tyvwiki,tyvwiki/20150901,/tyvwiki/20150901/tyvwiki-20150901-pages-articles.xml.bz2, 1.0 MB
Tahitian,ty,tywiki,tywiki/20150901,/tywiki/20150901/tywiki-20150901-pages-articles.xml.bz2, 351 KB
Udmurt,udm,udmwiki,udmwiki/20150901,/udmwiki/20150901/udmwiki-20150901-pages-articles.xml.bz2, 1.6 MB
Uyghur,ug,ugwiki,ugwiki/20150901,/ugwiki/20150901/ugwiki-20150901-pages-articles.xml.bz2, 4.1 MB
Ukrainian,uk,ukwiki,ukwiki/20150901,/ukwiki/20150901/ukwiki-20150901-pages-articles.xml.bz2, 752.6 MB
Urdu,ur,urwiki,urwiki/20150901,/urwiki/20150901/urwiki-20150901-pages-articles.xml.bz2, 56.1 MB
Uzbek,uz,uzwiki,uzwiki/20150901,/uzwiki/20150901/uzwiki-20150901-pages-articles.xml.bz2, 45.2 MB
Venetian,vec,vecwiki,vecwiki/20150901,/vecwiki/20150901/vecwiki-20150901-pages-articles.xml.bz2, 8.5 MB
Vepsian,vep,vepwiki,vepwiki/20150901,/vepwiki/20150901/vepwiki-20150901-pages-articles.xml.bz2, 1.8 MB
Venda,ve,vewiki,vewiki/20150901,/vewiki/20150901/vewiki-20150901-pages-articles.xml.bz2, 196 KB
Vietnamese,vi,viwiki,viwiki/20150901,/viwiki/20150901/viwiki-20150901-pages-articles.xml.bz2, 397.6 MB
West Flemish,vls,vlswiki,vlswiki/20150901,/vlswiki/20150901/vlswiki-20150901-pages-articles.xml.bz2, 4.9 MB
Volapôk,vo,vowiki,vowiki/20150901,/vowiki/20150901/vowiki-20150901-pages-articles.xml.bz2, 18.6 MB
Waray-Waray,war,warwiki,warwiki/20150901,/warwiki/20150901/warwiki-20150901-pages-articles.xml.bz2, 182.6 MB
Walloon,wa,wawiki,wawiki/20150901,/wawiki/20150901/wawiki-20150901-pages-articles.xml.bz2, 6.6 MB
Wolof,wo,wowiki,wowiki/20150901,/wowiki/20150901/wowiki-20150901-pages-articles.xml.bz2, 1.3 MB
Wu,wuu,wuuwiki,wuuwiki/20150901,/wuuwiki/20150901/wuuwiki-20150901-pages-articles.xml.bz2, 3.2 MB
Kalmyk,xal,xalwiki,xalwiki/20150901,/xalwiki/20150901/xalwiki-20150901-pages-articles.xml.bz2, 1.3 MB
Xhosa,xh,xhwiki,xhwiki/20150901,/xhwiki/20150901/xhwiki-20150901-pages-articles.xml.bz2, 583 KB
Mingrelian,xmf,xmfwiki,xmfwiki/20150901,/xmfwiki/20150901/xmfwiki-20150901-pages-articles.xml.bz2, 4.7 MB
Yiddish,yi,yiwiki,yiwiki/20150901,/yiwiki/20150901/yiwiki-20150901-pages-articles.xml.bz2, 8.4 MB
Yoruba,yo,yowiki,yowiki/20150901,/yowiki/20150901/yowiki-20150901-pages-articles.xml.bz2, 8.6 MB
Zhuang,za,zawiki,zawiki/20150901,/zawiki/20150901/zawiki-20150901-pages-articles.xml.bz2, 444 KB
Zeelandic,zea,zeawiki,zeawiki/20150901,/zeawiki/20150901/zeawiki-20150901-pages-articles.xml.bz2, 2.0 MB
Classical Chinese,zh-classical,zh_classicalwiki,zh_classicalwiki/20150901,/zh_classicalwiki/20150901/zh_classicalwiki-20150901-pages-articles.xml.bz2, 8.4 MB
Min Nan,zh-min-nan,zh_min_nanwiki,zh_min_nanwiki/20150901,/zh_min_nanwiki/20150901/zh_min_nanwiki-20150901-pages-articles.xml.bz2, 8.0 MB
Cantonese,zh-yue,zh_yuewiki,zh_yuewiki/20150901,/zh_yuewiki/20150901/zh_yuewiki-20150901-pages-articles.xml.bz2, 26.5 MB
Chinese,zh,zhwiki,zhwiki/20150901,/zhwiki/20150901/zhwiki-20150901-pages-articles.xml.bz2, 1.1 GB
Zulu,zu,zuwiki,zuwiki/20150901,/zuwiki/20150901/zuwiki-20150901-pages-articles.xml.bz2, 976 KB
